CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected
9.88,7,5,1,10,5,6,8,Yes,Tier 1,3,8,4,5,7,9,3,0,Yes,Yes
8.23,9,0,3,5,4,9,5,Yes,Tier 2,5,8,3,10,2,5,2,0,Yes,Yes
9.67,1,3,3,3,4,4,5,No,Tier 3,2,5,1,9,2,8,9,3,No,Yes
6.52,10,5,1,7,9,3,1,Yes,Tier 2,4,8,9,5,3,8,9,5,No,Yes
8.91,4,2,0,1,6,6,8,No,Tier 1,1,3,9,3,10,7,2,5,Yes,No
8.83,6,0,2,5,3,6,2,Yes,Tier 1,2,0,7,8,8,4,10,3,Yes,No
8.46,10,4,1,3,3,4,6,Yes,Tier 1,3,4,3,1,6,3,8,2,Yes,No
9.83,7,5,3,2,10,7,6,Yes,Tier 2,4,6,2,8,3,2,7,5,Yes,No
6.97,7,3,1,3,8,2,10,Yes,Tier 3,1,5,4,2,3,7,6,0,Yes,Yes
5.65,8,0,1,10,3,1,4,No,Tier 2,1,7,9,4,10,5,5,5,Yes,Yes
8.36,10,4,3,4,4,6,9,No,Tier 1,3,2,9,8,7,7,3,4,Yes,Yes
8.65,8,5,3,2,6,3,3,Yes,Tier 2,5,7,7,8,3,4,5,2,No,Yes
7.88,8,3,2,2,9,3,8,Yes,Tier 3,3,2,4,10,2,6,7,2,Yes,Yes
6.03,8,5,2,3,6,1,2,No,Tier 1,3,2,9,5,5,4,4,2,Yes,No
7.52,8,0,3,2,3,2,5,Yes,Tier 2,4,7,6,6,8,2,5,3,Yes,Yes
6.56,6,4,2,6,6,3,6,Yes,Tier 1,5,7,2,5,1,1,10,4,Yes,Yes
7.14,9,2,2,2,4,1,2,No,Tier 2,4,7,5,6,1,10,5,4,Yes,Yes
8.23,3,3,2,1,5,8,7,No,Tier 1,2,6,4,9,1,2,2,4,Yes,Yes
8.73,6,0,3,8,5,6,5,Yes,Tier 3,3,7,2,3,4,6,2,5,Yes,Yes
6.16,5,4,0,10,3,9,10,No,Tier 3,1,5,2,8,8,9,1,5,Yes,Yes
7.03,8,2,0,4,5,1,4,No,Tier 2,0,1,6,7,8,9,1,2,No,No
6.35,4,5,2,2,5,4,4,Yes,Tier 1,1,9,6,5,6,9,2,0,Yes,Yes
5.99,4,4,0,4,7,4,2,No,Tier 3,3,6,9,1,7,10,7,5,Yes,Yes
8.92,10,2,2,2,9,5,9,Yes,Tier 2,1,6,9,10,10,5,5,1,No,Yes
9.55,10,0,0,5,5,2,1,No,Tier 2,2,0,10,10,8,8,5,3,Yes,Yes
6.85,5,4,0,7,9,1,1,No,Tier 2,3,6,6,2,7,8,1,0,No,Yes
8.76,6,4,1,6,5,9,4,Yes,Tier 2,4,0,1,7,2,2,8,2,No,Yes
9.48,4,1,2,2,4,5,3,Yes,Tier 1,0,6,3,4,6,7,1,2,Yes,No
9.23,2,3,0,4,6,8,9,Yes,Tier 1,3,5,2,10,4,2,10,1,No,Yes
5.91,2,4,0,8,8,3,7,No,Tier 1,1,5,7,7,1,8,5,0,Yes,Yes
9.78,3,2,1,7,4,4,2,Yes,Tier 1,5,1,1,8,10,3,8,4,Yes,No
6.88,2,3,0,7,5,4,4,No,Tier 3,1,6,4,3,1,8,2,5,No,Yes
6.7,1,0,1,4,10,6,5,Yes,Tier 1,3,7,1,1,5,4,6,3,Yes,No
5.31,8,3,0,1,1,4,10,Yes,Tier 3,5,7,3,9,3,5,4,1,No,Yes
7.43,5,1,1,7,10,5,4,No,Tier 1,4,2,4,2,9,6,6,4,No,Yes
5.55,10,0,1,6,1,5,4,Yes,Tier 3,4,5,6,4,4,1,2,5,No,Yes
6.24,1,4,3,8,8,8,4,Yes,Tier 1,3,5,1,1,1,6,7,2,No,Yes
6.58,9,5,2,5,7,9,8,No,Tier 2,1,4,1,1,7,10,1,1,No,Yes
9.04,8,0,3,8,5,8,7,Yes,Tier 2,1,8,6,7,10,1,2,4,No,Yes
9.38,4,0,2,10,9,5,4,No,Tier 1,4,8,9,10,6,1,6,0,Yes,Yes
6.51,8,1,0,8,1,6,1,No,Tier 2,5,2,6,10,4,6,5,2,Yes,Yes
9.29,10,2,2,9,3,4,6,Yes,Tier 3,1,7,2,2,10,9,6,5,Yes,Yes
9.29,7,0,3,1,6,2,5,Yes,Tier 1,0,8,2,5,7,10,1,1,Yes,Yes
8.82,7,2,2,3,1,5,5,Yes,Tier 2,0,4,2,10,4,5,1,5,Yes,No
5.73,1,3,3,6,6,1,6,Yes,Tier 2,0,5,5,7,6,10,6,0,Yes,Yes
8.45,6,5,2,4,2,1,8,Yes,Tier 2,0,3,1,7,3,9,3,3,No,Yes
9.73,4,1,0,8,10,1,6,Yes,Tier 2,2,5,5,4,5,4,7,2,Yes,Yes
8.41,10,4,0,10,5,4,6,Yes,Tier 3,0,2,8,5,1,7,4,4,No,No
6.66,10,0,2,1,10,5,7,Yes,Tier 2,2,5,9,7,10,2,10,1,Yes,No
7.5,10,5,2,5,2,4,8,No,Tier 1,1,9,7,8,6,6,7,1,No,Yes
8.23,2,5,0,4,1,6,4,No,Tier 2,5,6,2,3,9,7,5,1,No,Yes
7.55,10,2,2,1,4,2,7,Yes,Tier 3,4,0,5,1,3,10,7,2,No,No
5.6,7,0,1,10,2,5,8,No,Tier 1,5,6,4,10,1,8,10,1,Yes,Yes
6.56,9,5,0,6,9,6,6,Yes,Tier 1,0,2,3,9,9,7,3,2,No,Yes
9.01,5,1,0,10,3,5,9,Yes,Tier 3,0,4,7,2,6,7,8,4,Yes,No
9.31,8,4,3,3,9,6,6,Yes,Tier 2,0,4,2,6,9,2,7,2,No,Yes
5.69,5,3,3,5,4,8,4,Yes,Tier 2,5,5,4,8,3,5,5,5,Yes,No
9.76,7,3,1,6,10,2,6,Yes,Tier 3,2,1,8,7,6,8,3,2,No,Yes
6.64,7,2,2,4,7,7,2,No,Tier 1,0,8,2,3,3,2,10,2,Yes,Yes
8.31,9,5,1,10,7,6,8,Yes,Tier 2,2,6,5,5,8,3,10,2,Yes,Yes
8.76,3,3,2,10,6,10,6,No,Tier 2,0,3,6,5,6,7,5,1,Yes,Yes
9.06,1,2,3,6,8,8,4,No,Tier 2,5,4,7,2,9,2,1,3,No,Yes
9.73,2,4,2,7,6,9,7,No,Tier 1,4,4,8,4,3,8,8,2,No,Yes
6.56,6,0,3,2,9,8,8,No,Tier 3,0,9,2,8,9,6,6,2,Yes,Yes
9.29,10,1,0,7,5,5,3,Yes,Tier 3,2,5,7,2,8,9,4,1,Yes,Yes
5.66,10,4,0,7,3,4,10,No,Tier 1,4,3,10,6,4,1,4,1,No,No
8.53,9,4,2,2,5,3,3,No,Tier 1,1,5,10,1,1,3,10,2,Yes,No
8.71,3,3,3,3,4,10,10,No,Tier 2,1,3,9,2,5,9,1,5,Yes,Yes
8.39,10,3,1,3,3,9,3,No,Tier 1,4,4,8,3,10,5,1,3,Yes,Yes
6.26,2,1,3,1,1,7,3,Yes,Tier 2,1,3,2,2,2,5,8,3,Yes,Yes
9.37,1,0,3,1,8,1,2,Yes,Tier 1,4,8,9,5,5,9,6,1,Yes,Yes
5.84,2,4,3,10,4,3,5,No,Tier 2,0,0,7,10,1,6,4,0,Yes,Yes
5.27,3,5,0,6,3,3,6,No,Tier 2,1,4,9,8,10,1,3,3,Yes,Yes
8.59,7,3,3,9,4,6,1,No,Tier 3,3,4,6,9,3,1,1,5,Yes,Yes
7.38,2,4,2,9,1,2,6,No,Tier 2,3,0,8,1,7,7,9,0,Yes,No
9.25,5,0,0,1,6,4,7,Yes,Tier 2,4,3,3,3,7,1,10,2,Yes,No
6.92,2,2,0,7,3,2,2,No,Tier 3,3,1,7,6,4,1,3,1,Yes,Yes
5.84,7,0,0,6,8,5,1,Yes,Tier 2,4,1,5,6,3,8,7,5,Yes,Yes
9.18,10,4,3,4,10,4,7,No,Tier 3,1,1,5,7,4,4,4,4,Yes,Yes
7.74,8,4,1,3,5,4,6,Yes,Tier 1,4,9,7,6,4,6,8,0,Yes,Yes
5.95,8,1,3,9,9,4,3,No,Tier 2,5,0,1,10,8,1,8,0,Yes,Yes
8.6,8,4,3,10,9,4,2,No,Tier 2,4,8,2,10,2,9,5,0,No,Yes
7.56,10,3,1,5,2,5,2,Yes,Tier 3,0,5,10,2,5,7,10,1,No,No
8.02,9,5,3,8,5,2,2,Yes,Tier 1,5,6,10,10,5,8,3,1,Yes,Yes
7.3,1,1,2,4,7,6,8,Yes,Tier 3,1,5,5,3,5,2,5,4,Yes,Yes
9.14,1,4,1,4,7,1,1,Yes,Tier 1,4,3,6,2,8,2,2,4,Yes,Yes
9.15,10,0,2,6,10,10,3,Yes,Tier 2,1,9,6,4,9,8,10,2,Yes,No
8.55,2,4,2,6,3,2,8,Yes,Tier 2,3,1,6,9,1,9,6,4,Yes,Yes
5.53,6,0,0,3,7,3,6,Yes,Tier 1,4,4,7,1,6,10,7,3,Yes,No
9.19,1,0,0,2,7,2,7,Yes,Tier 1,3,2,2,9,8,3,6,5,Yes,Yes
8.36,5,4,1,9,4,3,2,Yes,Tier 2,0,0,9,2,1,10,9,5,No,No
8.49,5,0,3,2,7,8,9,No,Tier 1,0,1,3,1,4,8,5,3,Yes,Yes
6.81,4,5,2,9,8,3,7,Yes,Tier 2,1,7,9,3,8,8,8,0,Yes,Yes
9.4,5,2,3,8,3,10,3,Yes,Tier 1,0,6,8,1,8,5,9,1,Yes,Yes
8.63,1,1,2,10,2,1,9,Yes,Tier 1,4,6,1,7,5,8,10,5,Yes,No
5.56,6,4,0,7,9,8,3,Yes,Tier 1,1,8,7,2,4,4,6,4,Yes,No
7.04,7,2,0,5,7,8,10,No,Tier 1,3,9,6,9,10,5,5,3,No,Yes
9.43,8,0,0,3,1,7,8,Yes,Tier 2,2,1,9,2,7,10,4,1,Yes,Yes
5.24,2,0,1,2,10,4,7,No,Tier 1,0,1,4,8,3,4,3,4,No,Yes
9.81,7,1,2,8,10,5,3,No,Tier 3,4,9,2,6,1,6,7,2,No,No
8.4,6,2,3,2,9,10,5,Yes,Tier 1,3,5,5,6,9,5,10,3,Yes,Yes
8.16,9,2,2,8,5,6,7,Yes,Tier 2,2,1,5,4,9,6,2,4,No,No
6.35,8,4,3,5,2,6,3,No,Tier 1,1,7,2,1,5,10,3,1,Yes,Yes
6.24,4,0,3,9,7,7,2,No,Tier 3,4,8,2,10,9,7,10,0,Yes,Yes
9.71,9,3,3,4,9,4,9,Yes,Tier 1,2,5,8,8,9,3,3,4,Yes,Yes
6.49,1,4,2,8,3,8,2,Yes,Tier 1,4,5,9,7,4,8,10,4,No,Yes
8.88,6,4,0,7,4,2,3,No,Tier 1,3,4,1,6,5,2,2,2,No,No
6.97,8,4,1,8,9,9,1,No,Tier 1,3,9,6,5,8,5,2,3,Yes,No
5.7,4,1,1,5,2,6,1,Yes,Tier 3,0,6,6,2,2,9,5,1,Yes,Yes
5.05,2,1,0,2,4,1,1,No,Tier 1,3,5,7,1,9,10,8,5,Yes,No
7.72,2,4,1,7,5,1,10,No,Tier 1,1,8,6,7,2,10,2,0,Yes,Yes
9.88,10,5,3,3,4,8,3,Yes,Tier 1,1,5,1,4,7,7,6,2,Yes,Yes
6.85,1,3,1,10,7,10,6,No,Tier 3,4,0,6,2,4,4,6,3,Yes,No
6.79,5,2,2,10,6,10,10,Yes,Tier 2,1,3,4,3,2,2,10,4,Yes,No
6.72,6,2,0,10,9,7,3,No,Tier 2,3,6,1,2,7,9,2,5,Yes,Yes
7.6,4,0,0,10,4,3,4,Yes,Tier 2,2,2,10,9,6,2,1,2,Yes,Yes
7.2,4,2,0,2,9,8,2,Yes,Tier 3,1,5,6,4,1,9,5,2,Yes,Yes
9.4,5,2,0,3,1,8,7,No,Tier 2,3,3,3,1,4,9,3,0,Yes,Yes
7.53,5,3,2,4,6,7,4,Yes,Tier 2,5,4,4,5,7,2,3,0,Yes,Yes
7.54,9,2,3,10,7,5,1,Yes,Tier 1,3,7,8,7,7,2,5,4,Yes,Yes
5.69,8,3,3,7,9,8,4,Yes,Tier 1,4,5,8,1,3,2,9,0,Yes,Yes
9.91,9,1,3,10,1,5,4,No,Tier 2,4,1,3,4,5,10,6,1,Yes,Yes
6.25,3,3,1,1,1,1,3,No,Tier 1,1,2,4,9,10,7,3,2,No,Yes
5.37,3,1,3,6,2,8,8,No,Tier 2,1,0,3,3,4,2,8,1,Yes,No
8.32,1,3,1,6,6,7,7,Yes,Tier 1,3,8,8,8,5,5,8,0,No,Yes
7.98,10,4,2,8,3,7,10,Yes,Tier 1,1,9,3,8,1,1,10,1,Yes,Yes
7.08,6,5,1,2,6,2,10,Yes,Tier 1,5,5,10,9,8,8,2,5,No,Yes
7.11,4,1,3,2,2,3,3,Yes,Tier 3,2,9,3,7,10,9,2,2,Yes,Yes
8.93,8,1,0,1,10,3,4,No,Tier 2,5,8,6,5,8,7,8,0,Yes,Yes
5.98,2,2,2,3,6,10,8,Yes,Tier 3,0,2,3,10,8,4,3,0,No,Yes
9.1,2,1,3,7,7,6,10,Yes,Tier 2,0,4,5,4,9,3,2,0,Yes,Yes
8.24,7,3,3,8,6,6,3,Yes,Tier 2,3,4,4,6,4,1,5,4,Yes,Yes
7.09,5,4,3,7,2,3,5,No,Tier 1,5,4,1,3,3,10,10,2,Yes,Yes
7.29,1,4,2,9,5,5,5,No,Tier 1,0,8,7,8,4,6,10,1,Yes,Yes
6.28,7,2,0,8,10,9,5,No,Tier 1,3,1,6,4,5,9,4,5,Yes,Yes
8.76,7,3,0,8,6,7,5,No,Tier 1,3,5,1,10,5,4,10,5,Yes,No
7.56,10,3,0,2,8,9,9,Yes,Tier 1,5,7,10,2,10,2,3,3,Yes,Yes
6.6,6,0,3,1,9,2,10,No,Tier 2,2,9,4,5,5,5,3,5,Yes,No
7.98,4,1,1,6,5,10,5,Yes,Tier 2,4,9,9,8,5,2,7,3,Yes,No
9.98,8,2,3,7,7,10,9,Yes,Tier 2,1,3,7,6,10,6,8,5,Yes,Yes
7.18,2,4,0,6,4,1,9,No,Tier 2,2,0,3,9,2,1,10,3,No,No
9.6,2,5,2,7,10,2,10,Yes,Tier 1,4,4,7,6,1,3,3,4,Yes,Yes
6.73,2,0,1,8,5,6,4,No,Tier 1,3,4,1,3,4,4,5,5,Yes,Yes
5.27,3,3,1,2,1,10,9,No,Tier 1,5,3,5,1,10,7,2,0,Yes,Yes
6.02,6,1,3,1,3,7,2,No,Tier 3,5,1,1,10,1,10,9,2,Yes,No
7.09,1,4,2,10,2,8,3,Yes,Tier 2,2,6,4,8,7,5,9,5,Yes,Yes
6.1,2,0,1,8,6,6,1,Yes,Tier 2,3,6,2,8,2,5,4,5,No,No
5.0,10,3,0,8,9,6,7,No,Tier 2,0,2,10,7,2,6,5,2,Yes,Yes
9.58,2,4,3,8,10,3,10,No,Tier 3,5,9,2,7,9,10,2,0,Yes,Yes
9.22,1,4,3,10,3,9,9,Yes,Tier 2,3,5,6,4,2,4,5,3,Yes,Yes
8.71,3,3,0,7,2,2,3,No,Tier 1,0,1,8,2,9,4,2,1,Yes,No
5.84,10,3,0,2,2,5,8,Yes,Tier 3,3,0,9,7,2,5,7,2,Yes,Yes
5.6,7,2,0,4,6,3,1,Yes,Tier 1,5,8,6,3,3,7,3,0,No,Yes
5.34,1,4,1,9,10,1,6,Yes,Tier 2,3,9,3,1,10,3,3,3,Yes,Yes
8.62,7,3,2,8,6,2,6,No,Tier 2,5,0,3,1,3,8,3,4,Yes,No
9.64,5,5,1,4,5,6,5,Yes,Tier 2,5,9,3,10,2,9,7,4,Yes,Yes
7.15,9,5,2,8,9,10,4,Yes,Tier 2,4,4,3,8,6,1,10,3,Yes,Yes
5.6,2,0,3,10,7,1,3,No,Tier 1,3,2,9,7,6,7,5,3,Yes,Yes
7.56,1,1,2,6,7,2,4,Yes,Tier 2,3,8,4,1,3,3,4,3,No,Yes
6.74,9,5,0,9,1,10,7,No,Tier 3,3,7,7,4,4,7,5,0,Yes,Yes
6.87,8,2,1,1,10,5,7,Yes,Tier 2,1,3,2,4,7,10,7,1,Yes,Yes
8.11,10,3,0,6,10,1,3,No,Tier 3,1,7,7,4,2,6,3,1,No,No
8.59,6,1,3,4,2,10,10,No,Tier 1,2,4,7,10,3,5,3,1,Yes,Yes
5.55,5,2,1,3,3,4,3,No,Tier 1,4,9,4,6,5,9,7,0,No,Yes
5.18,8,4,1,5,5,5,3,Yes,Tier 3,5,7,4,4,3,5,1,4,No,No
9.97,8,1,0,10,4,5,5,No,Tier 2,1,1,5,2,3,4,2,5,No,Yes
6.16,5,5,1,8,8,5,1,No,Tier 3,2,7,1,1,9,1,8,0,Yes,Yes
5.27,7,2,0,10,4,10,10,Yes,Tier 1,2,6,6,6,10,6,6,0,Yes,Yes
5.95,1,3,2,6,6,9,7,No,Tier 2,2,5,7,6,10,3,9,0,No,Yes
5.19,4,3,3,1,9,9,8,Yes,Tier 1,4,7,4,7,3,1,5,3,Yes,Yes
6.96,2,2,0,6,2,5,7,No,Tier 2,5,6,8,7,10,6,7,3,Yes,Yes
9.01,10,4,3,7,8,6,8,No,Tier 2,0,4,7,8,3,2,10,4,Yes,Yes
6.71,3,5,1,6,5,8,9,Yes,Tier 2,4,4,10,4,3,2,8,2,Yes,No
7.22,1,2,3,3,10,7,4,Yes,Tier 2,2,9,1,9,9,4,8,1,No,Yes
8.38,2,0,3,9,6,6,3,Yes,Tier 2,5,6,9,1,5,6,8,4,No,Yes
7.54,1,2,3,10,3,4,7,Yes,Tier 2,3,7,9,1,10,3,1,4,Yes,Yes
9.31,8,2,1,10,8,3,9,No,Tier 3,5,3,1,1,4,6,1,5,No,Yes
9.33,4,5,2,4,2,4,9,No,Tier 2,5,2,8,2,7,10,9,2,No,Yes
5.05,3,3,2,5,1,3,8,Yes,Tier 2,2,1,1,2,5,3,5,3,Yes,Yes
8.89,1,4,2,5,1,8,3,Yes,Tier 3,3,5,8,3,6,7,8,2,Yes,No
7.3,2,2,0,3,8,6,6,No,Tier 1,4,6,1,8,7,10,1,2,No,No
9.94,3,1,0,2,2,6,2,Yes,Tier 2,5,1,10,5,2,6,9,4,No,Yes
7.42,3,3,1,8,5,1,6,Yes,Tier 2,0,1,10,1,1,3,4,4,Yes,Yes
9.93,6,3,2,7,2,5,5,No,Tier 2,1,2,2,10,9,1,10,0,Yes,Yes
8.77,10,2,3,5,4,8,4,No,Tier 2,5,3,3,3,3,10,7,1,Yes,Yes
6.24,8,5,2,1,9,2,3,No,Tier 2,1,4,10,5,3,5,2,4,Yes,Yes
7.69,6,1,0,10,2,3,8,Yes,Tier 3,0,3,4,9,5,8,6,5,Yes,Yes
9.96,2,2,1,1,4,9,10,Yes,Tier 2,3,3,1,5,9,10,9,4,Yes,Yes
9.29,2,1,2,8,10,4,6,Yes,Tier 1,3,2,8,6,5,2,10,2,Yes,Yes
5.49,7,3,0,4,5,10,9,No,Tier 1,0,6,7,2,9,6,3,5,Yes,Yes
8.53,1,1,0,4,10,5,3,No,Tier 3,0,6,2,6,7,7,8,4,Yes,No
6.73,1,2,3,9,10,7,5,Yes,Tier 2,2,3,9,5,8,2,5,3,Yes,Yes
5.03,7,0,2,2,5,5,4,No,Tier 2,4,0,4,4,10,4,9,5,Yes,Yes
7.02,9,0,3,5,5,2,6,No,Tier 1,2,1,6,10,6,9,7,4,No,Yes
6.17,5,1,2,6,10,7,2,Yes,Tier 3,2,3,9,9,7,2,9,0,No,Yes
9.09,1,5,1,6,10,6,6,No,Tier 2,4,3,1,8,7,4,1,2,Yes,No
6.69,5,2,2,10,2,9,3,Yes,Tier 2,1,7,3,7,5,1,4,4,Yes,Yes
9.14,1,4,3,3,8,2,8,No,Tier 2,4,1,6,4,6,9,2,4,No,Yes
5.0,10,0,3,10,5,2,10,Yes,Tier 2,1,0,7,3,4,4,5,4,Yes,Yes
6.54,9,3,0,6,6,8,10,No,Tier 2,4,8,9,1,7,8,2,5,No,Yes
6.21,4,2,2,10,8,10,6,Yes,Tier 2,1,5,4,3,2,3,3,5,Yes,No
6.17,9,2,2,10,8,1,8,No,Tier 1,3,0,7,2,7,1,5,5,Yes,No
5.34,2,0,1,5,10,8,7,No,Tier 1,3,5,7,5,10,8,5,2,No,Yes
5.94,7,4,0,8,7,5,6,No,Tier 2,4,8,8,8,6,4,10,4,No,Yes
7.78,2,3,3,4,8,1,9,Yes,Tier 1,0,8,5,4,7,4,4,4,No,Yes
6.46,4,4,2,10,10,10,9,Yes,Tier 2,3,4,10,7,10,8,6,5,Yes,Yes
7.09,6,3,0,10,7,1,10,Yes,Tier 3,4,0,10,9,1,5,9,5,No,No
6.88,2,0,1,3,10,6,10,Yes,Tier 2,5,4,2,4,1,4,9,2,Yes,Yes
9.38,2,2,0,6,6,10,4,Yes,Tier 1,4,9,3,5,1,4,8,2,No,Yes
9.53,2,3,2,10,5,2,8,Yes,Tier 2,3,4,1,9,3,1,6,1,No,Yes
7.46,3,2,2,9,5,2,3,Yes,Tier 1,5,1,7,2,1,1,8,3,Yes,No
6.65,5,1,1,8,8,1,5,No,Tier 1,4,2,7,2,3,9,1,0,Yes,Yes
5.53,9,1,1,10,1,1,3,Yes,Tier 2,0,3,1,10,3,8,5,3,Yes,Yes
9.77,6,0,1,8,2,4,10,No,Tier 2,5,2,10,2,1,3,9,1,Yes,Yes
5.3,9,0,3,3,1,5,4,No,Tier 1,1,2,8,1,8,7,8,5,Yes,No
6.49,10,5,0,1,10,4,5,Yes,Tier 1,4,2,4,6,3,7,6,2,No,Yes
6.49,5,0,0,3,7,6,8,Yes,Tier 1,5,1,8,1,4,1,10,5,Yes,Yes
6.6,6,1,0,3,9,8,10,Yes,Tier 1,3,5,9,5,10,1,8,3,Yes,Yes
5.82,10,3,3,6,7,2,8,Yes,Tier 3,0,8,1,10,3,10,4,3,No,No
8.92,8,4,0,3,9,1,3,Yes,Tier 2,0,0,8,4,5,7,9,0,Yes,Yes
5.61,3,0,1,2,4,2,8,Yes,Tier 2,4,1,2,1,7,7,2,2,No,No
8.17,2,4,0,9,7,10,10,Yes,Tier 2,2,9,4,8,10,5,8,5,Yes,Yes
5.62,3,4,3,6,10,6,4,No,Tier 3,3,5,4,5,5,6,8,1,Yes,Yes
5.35,9,1,3,5,10,4,2,No,Tier 2,0,0,2,6,3,4,2,3,Yes,Yes
9.55,6,5,0,3,7,7,3,Yes,Tier 1,3,9,1,7,5,1,6,5,No,Yes
5.95,10,3,3,7,10,2,8,No,Tier 2,4,6,2,8,10,1,9,5,Yes,Yes
9.11,4,1,3,7,10,1,5,Yes,Tier 3,4,2,4,3,3,3,2,5,Yes,Yes
7.72,10,0,0,4,2,5,2,No,Tier 2,2,5,2,6,9,4,5,2,No,Yes
5.39,3,1,3,10,2,9,7,Yes,Tier 2,2,2,7,9,3,2,3,2,Yes,Yes
9.78,2,1,3,2,8,6,5,No,Tier 1,4,5,1,4,4,3,1,1,Yes,No
6.23,4,1,0,2,2,6,6,Yes,Tier 2,1,3,4,8,9,5,7,3,Yes,No
9.3,9,0,1,8,1,1,2,Yes,Tier 2,1,8,8,3,4,10,5,3,Yes,Yes
5.84,4,0,1,4,1,1,7,No,Tier 3,0,2,8,1,10,9,4,0,Yes,Yes
9.27,5,1,3,7,1,4,1,Yes,Tier 1,2,4,1,2,2,5,10,0,No,No
5.07,8,1,2,3,6,2,10,No,Tier 2,0,5,5,5,10,2,4,1,No,No
7.56,2,4,2,9,5,3,10,Yes,Tier 2,5,9,9,7,6,7,10,0,Yes,Yes
8.85,3,3,0,10,7,6,5,No,Tier 3,5,0,5,6,5,4,6,3,Yes,Yes
9.67,6,4,0,9,3,10,9,Yes,Tier 1,3,6,5,9,5,10,5,1,Yes,Yes
9.55,7,5,1,7,5,1,7,Yes,Tier 1,4,8,6,4,6,7,4,3,Yes,Yes
9.1,4,3,2,7,2,10,9,No,Tier 3,5,5,8,7,6,3,7,3,Yes,No
9.44,1,5,0,1,9,2,9,Yes,Tier 1,4,9,7,4,9,7,8,2,Yes,Yes
6.0,7,3,2,10,9,4,1,No,Tier 2,5,3,7,3,10,2,2,0,Yes,Yes
6.42,9,1,2,8,4,6,8,No,Tier 2,5,6,7,6,2,5,6,3,No,Yes
6.44,1,4,3,2,2,3,7,Yes,Tier 3,1,3,1,5,3,8,10,5,No,Yes
6.89,1,3,3,8,10,9,2,Yes,Tier 3,0,8,2,10,4,8,4,5,Yes,Yes
6.97,1,5,2,2,8,10,3,No,Tier 2,0,7,5,8,4,9,4,2,Yes,Yes
7.72,10,3,1,1,4,4,6,No,Tier 2,3,0,5,10,2,10,2,4,Yes,No
5.8,7,0,0,8,5,7,3,Yes,Tier 1,0,2,10,2,4,9,7,1,Yes,No
8.46,9,3,0,4,4,5,8,No,Tier 1,3,0,4,4,9,3,6,0,Yes,No
5.84,3,1,1,10,2,6,4,No,Tier 2,0,0,8,8,8,3,6,2,No,Yes
6.55,8,2,3,6,6,9,7,Yes,Tier 2,5,6,8,1,10,6,3,0,Yes,Yes
7.52,9,0,3,10,1,9,4,Yes,Tier 2,2,6,8,10,7,9,8,2,No,Yes
8.98,3,2,1,10,8,6,2,No,Tier 1,4,8,9,3,5,2,9,3,Yes,Yes
8.7,3,1,1,1,1,2,7,No,Tier 3,3,0,7,7,3,10,8,5,Yes,Yes
8.23,1,2,3,9,5,9,8,Yes,Tier 1,4,1,7,2,4,3,5,3,Yes,Yes
5.78,2,3,2,7,9,2,1,Yes,Tier 3,4,8,8,7,1,3,8,0,Yes,Yes
7.74,7,2,3,5,1,2,5,Yes,Tier 1,0,8,4,6,6,7,6,5,No,Yes
5.44,3,4,2,6,10,2,10,Yes,Tier 1,0,9,8,7,2,10,9,2,No,No
6.89,7,1,0,3,7,7,8,Yes,Tier 3,3,1,2,8,6,3,8,3,No,No
7.07,5,4,0,9,7,4,1,Yes,Tier 2,1,3,4,6,4,3,9,3,Yes,No
5.2,10,2,2,2,5,8,3,Yes,Tier 2,1,6,10,6,6,3,10,0,Yes,Yes
6.37,8,4,2,10,4,8,2,Yes,Tier 3,4,0,1,7,10,3,1,0,Yes,Yes
9.78,5,0,3,1,9,1,3,Yes,Tier 1,1,1,5,2,8,5,9,1,Yes,Yes
9.77,3,2,1,1,5,1,3,No,Tier 1,2,4,7,3,9,9,7,2,Yes,Yes
6.76,9,5,2,10,1,4,3,No,Tier 2,0,9,4,10,4,5,5,5,Yes,No
5.22,7,4,0,2,9,2,1,Yes,Tier 2,5,1,2,1,1,3,1,5,Yes,Yes
5.9,5,3,3,6,5,3,3,Yes,Tier 2,4,5,4,8,9,10,3,1,Yes,Yes
6.96,7,2,0,6,9,10,2,No,Tier 1,0,0,6,3,6,2,4,4,Yes,Yes
9.74,10,5,3,9,8,2,9,No,Tier 2,1,5,9,3,5,4,3,3,No,No
5.71,9,0,1,10,10,10,10,No,Tier 2,2,4,5,1,5,6,3,5,No,No
8.82,5,3,1,4,7,9,8,No,Tier 3,2,8,10,6,1,1,9,2,Yes,Yes
5.54,7,2,0,8,6,6,6,Yes,Tier 2,3,7,9,3,10,8,10,5,Yes,Yes
9.91,9,3,2,4,9,7,7,No,Tier 3,4,7,3,4,5,8,1,1,Yes,No
6.91,1,2,2,3,4,6,1,No,Tier 1,2,9,3,1,7,8,7,4,Yes,Yes
8.88,4,2,0,4,5,1,7,Yes,Tier 2,4,8,4,2,3,6,4,0,Yes,No
6.71,1,1,2,1,1,5,8,No,Tier 3,4,4,7,1,4,4,10,4,Yes,No
8.14,8,4,2,9,7,3,8,Yes,Tier 3,4,9,7,6,5,2,5,2,Yes,Yes
